url,title,meta_description,n_headings,n_immagini,caratteri_testo
https://www.ronchiverdi.it/padel,PADEL | Ronchiverdi,"Scopri i nostri 3 campi da padel, di cui 2 coperti e 1 all’aperto, disponibili per soci e non soci senza necessità di abbonamento. Offriamo corsi per adulti e bambini, eventi e tornei, il tutto in un ambiente esclusivo e immerso nel verde. Prenota facilmente tramite l’app Wansport e vivi l’esperienza del padel a Torino con Ronchiverdi.",6,5,2453
https://www.ronchiverdi.it/youngschool-soci,Kids Buy Soci | Ronchiverdi,,5,4,1554
https://www.ronchiverdi.it/tennis,TENNIS | Ronchiverdi,"Scopri il nostro club a Torino con 9 campi in terra rossa, di cui 6 coperti nel periodo invernale. Offriamo corsi per tutti i livelli, dalla scuola tennis ai programmi agonistici, con istruttori certificati FITP.",8,14,2500
https://www.ronchiverdi.it/copia-di-business,COMUNICAZIONI BUSINESS | Ronchiverdi,"Business Ronchiverdi è il punto di riferimento per aziende e professionisti a Torino, offrendo spazi esclusivi per eventi, incontri e networking. Con una location immersa nel verde, il club propone soluzioni personalizzate per meeting, team building e attività corporate, garantendo un ambiente stimolante e riservato.",1,3,1228
https://www.ronchiverdi.it/business-lounge,BUSINESS LOUNGE | Ronchiverdi,"Situata nel cuore del club, la Business Lounge offre un ambiente elegante e riservato, ideale per incontri professionali, riunioni e eventi aziendali. Con spazi privati, connessione internet veloce e servizio catering di alta qualità, ogni dettaglio è pensato per garantire comfort e produttività.",10,7,2862
https://www.ronchiverdi.it/copia-di-event,RONCHIVERDI SUMMER | Ronchiverdi,,0,0,0
https://www.ronchiverdi.it/lead-eventi,LEAD EVENTI | Ronchiverdi,"Partecipa a un evento Ronchiverdi e ricevi una giornata omaggio nel club sportivo più esclusivo di Torino. Scopri fitness, piscina, tennis e area wellness.",1,2,1650
https://www.ronchiverdi.it/menu-provvisorio,MENU PROVVISORIO | Ronchiverdi,Stiamo rinnovando le nostre cucine! Questo che vedi è il menù che sarà disponibile dall' 11 al 24 Agosto,8,2,1522
https://www.ronchiverdi.it/lead-eventi-elements,LEAD EVENTI ELEMENTS | Ronchiverdi,"Partecipa a un evento Ronchiverdi e ricevi un aperitivo in omaggio. 
Scopri la nostra cucina che rigenera e i nostri spazi costruiti su benessere e relax",1,2,1624
https://www.ronchiverdi.it/experience-details,Ronchiverdi,,0,0,0
https://www.ronchiverdi.it/abbonamenti,ABBONAMENTI | Ronchiverdi,"Scopri le nostre opzioni di abbonamento, pensate per offrirti l'accesso completo a tutte le nostre strutture e servizi esclusivi. Unisciti a Ronchiverdi per vivere l'esperienza di un club sportivo di alto livello, con vantaggi pensati per ogni esigenza. Approfitta della nostra offerta per il benessere e lo sport.",6,8,1252
